,ids,urls,titles,labels
403,bfZGZs7zj00,https://www.youtube.com/watch?v=bfZGZs7zj00,LIVE: The Debate On US Elections Decision 2020 | Biden Win In US Elections | Trump Vs Biden |YOYO TV,2
404,TL1KEBZr0Gg,https://www.youtube.com/watch?v=TL1KEBZr0Gg,Kello Live: 2020 US Elections | Filannoo US 2020,1
405,vvRB_4xExlk,https://www.youtube.com/watch?v=vvRB_4xExlk,ఉద్రిక్తతల మధ్య ముగిసిన పరిషత్ పోలింగ్‌ Digital LIVE || AP MPTC ZPTC Elections 2021 - TV9,0
406,OyjPe1TABko,https://www.youtube.com/watch?v=OyjPe1TABko,FOREX Training Lessons: How to Trade Breakouts & The US Elections,1
407,b5S0EiSqgF4,https://www.youtube.com/watch?v=b5S0EiSqgF4,US Elections 2020 How long before this gets closed down.,2
408,ht6RQnfRLw0,https://www.youtube.com/watch?v=ht6RQnfRLw0,US elections 2020 update,1
409,pFzhkObojTY,https://www.youtube.com/watch?v=pFzhkObojTY,"AP ZPTC, MPTC Elections 2021 Polling Live | Ntv Live",0
410,lBSulEDqvHo,https://www.youtube.com/watch?v=lBSulEDqvHo,Joe Biden vs Donald Trump | FINAL 2020 Presidential Election Night,2
411,7E4SbBiUB_M,https://www.youtube.com/watch?v=7E4SbBiUB_M,"All Arrangements Set For MPTC, ZPTC Elections In AP | NTV",0
412,8xFN7ryvOJ0,https://www.youtube.com/watch?v=8xFN7ryvOJ0,"AP Parishad Elections 2021 :  TDP, YCP శ్రేణుల మధ్య ఘర్షణ - TV9",0
413,NIjGjcw6gQA,https://www.youtube.com/watch?v=NIjGjcw6gQA,LIVE:పరిషత్ ఎన్నికలకు ఎన్నికలకు గ్రీన్ సిగ్నల్.|| HC Green Signal To ZPTC MPTC Elections || ABN LIVE,0
414,74eocpvUVa8,https://www.youtube.com/watch?v=74eocpvUVa8,"పరిషత్ ఎన్నికలకు హైకోర్టు బ్రేక్‌ Digital LIVE || AP ZPTC, MPTC Parishad Elections - TV9",0
415,eXk6VZkZAT8,https://www.youtube.com/watch?v=eXk6VZkZAT8,Facebook to ban political ads until after US elections,1
416,3Q93_aRr_E4,https://www.youtube.com/watch?v=3Q93_aRr_E4,Senator Sherry Rehman's Analysis on US Elections 2020 | GNN | 03 November 2020,0
417,dBvOArnYuMo,https://www.youtube.com/watch?v=dBvOArnYuMo,"AP ZPTC, MPTC Elections: పరిషత్ పోలింగ్ లో ఘర్షణలు - TV9",0
418,rBytQTPURYY,https://www.youtube.com/watch?v=rBytQTPURYY,ట్రంప్‌ చేతికి పెద్ద మైక్‌...  ఇక జనాలు ఖతం | Trump Big Debate | US Elections 2020 | ABN Telugu,0
419,3Wz8ym60Z_0,https://www.youtube.com/watch?v=3Wz8ym60Z_0,"""Deepfakes and the U S  Elections"" (Sept. 1, 2020)",1
420,H0S6HeGXxy0,https://www.youtube.com/watch?v=H0S6HeGXxy0,【US elections】An interview with Kath,1
421,lBCc-DKbSsE,https://www.youtube.com/watch?v=lBCc-DKbSsE,U.S. ELECTIONS Economic Programs: Spending Is The problem,1
422,Hf6RaCwg4Gg,https://www.youtube.com/watch?v=Hf6RaCwg4Gg,"US ELECTIONS: Markets Discount NO ""Blue Wave""",1
423,0oD5crqr_TY,https://www.youtube.com/watch?v=0oD5crqr_TY,Face-Off: Special Focus On The US Elections,1
424,Xl821NTDYPI,https://www.youtube.com/watch?v=Xl821NTDYPI,ಅಮೆರಿಕಾ ಅಧ್ಯಕ್ಷೀಯ ಚುನಾವಣೆ..! ಇಂಡಿಯಾ ಅಂದ್ರೆ ಬರ್ನ್​ ಆಗೋದ್ಯಾಕೆ ಈ ಡೆಮಾಕ್ರಟಿಕ್​  ‘ಬರ್ನಿ’..? US Elections,0
425,kqBM1ZXHd94,https://www.youtube.com/watch?v=kqBM1ZXHd94,Adesh Dasani on the US elections,1
426,pf07baF42pw,https://www.youtube.com/watch?v=pf07baF42pw,"High Court stay on ZPTC, MPTC Elections in AP - TV9",0
427,9XQVnY-qMVk,https://www.youtube.com/watch?v=9XQVnY-qMVk,"AP ZPTC, MPTC Elections: రేపే పరిషత్ ఎన్నికల పోలింగ్, ఏర్పాట్లు వేగవంతం చేసిన అధికారులు - TV9",0
428,sFsm8vFFKH8,https://www.youtube.com/watch?v=sFsm8vFFKH8,U.S. ELECTIONS: HOW ARE AMERICANS TAKING THE ELECTION CRISIS? - DR NOSA OBANOR,1
429,6U6YA6NSQNo,https://www.youtube.com/watch?v=6U6YA6NSQNo,"""NO ALGORITHM SWITCHING VOTES"": Georgia RECERTIFYING presidential election results",1
430,ipMKOzZlGtM,https://www.youtube.com/watch?v=ipMKOzZlGtM,Debate on AP High Court Judgement on MPTC ZPTC Elections | AP CM Jagan | AP SEC Neelam Sahni | ABN,0
431,89BrmcOu_4Y,https://www.youtube.com/watch?v=89BrmcOu_4Y,"ALEXA TALKS | US Elections, Next-Gen Consoles & More | November 2020",1
432,znxnEF6Q-cI,https://www.youtube.com/watch?v=znxnEF6Q-cI,US Elections 2020 : Donald Trump Addresses Gathering in Washington |AFTER NOON PRIME NEWS |4-11-2020,0
433,tnlW4gRkLsI,https://www.youtube.com/watch?v=tnlW4gRkLsI,LIVE:చంద్రబాబు శ్రీకాళహస్తి రోడ్ షో LIVE || Chandrababu Tirupati By Election Campaign || ABN LIVE,0
434,QGjR3bNuErE,https://www.youtube.com/watch?v=QGjR3bNuErE,U.S. Elections: Quantum Securities' Sanjay Dutt's Advise For Investors,0
435,KYlHICfl_6s,https://www.youtube.com/watch?v=KYlHICfl_6s,U.S. Presidential Elections 1789-2012,1
436,I5e3N1YlTGs,https://www.youtube.com/watch?v=I5e3N1YlTGs,US Elections: Ghanaians business community in US weigh in on implications on remittances (5-11-20),1
437,dxLy3zEvGwA,https://www.youtube.com/watch?v=dxLy3zEvGwA,Gufatgu 🔴 US Elections (Uncertainty & Polarization) | Trump takes on Biden - Harpreet Singh Sandhu,2
438,dyVrHIODyQA,https://www.youtube.com/watch?v=dyVrHIODyQA,Trump kay UTurn Aur Jeo Biden ke Bewaqoofian | US Elections 2020,2
439,SzIQaoR-aPk,https://www.youtube.com/watch?v=SzIQaoR-aPk,LIVE:జగన్ లో భయం మొదలైందా..? అందుకే తిరుపతికి..? || Tirupati By Election 2021 || ABN LIVE,0
440,VGzELwh6r1o,https://www.youtube.com/watch?v=VGzELwh6r1o,"WORLDSIGN | Russia interfering in US elections, updates on coronavirus, bullied boy, knife massage!",1
441,QiQJXDqhKZA,https://www.youtube.com/watch?v=QiQJXDqhKZA,US Elections Impact on the Stock Market | US Elections Impact on Indian Share | US Elections 2020,0
442,GxDhFER9NSI,https://www.youtube.com/watch?v=GxDhFER9NSI,2012 US Elections  - Animation,1
443,T5vK7cRvMyM,https://www.youtube.com/watch?v=T5vK7cRvMyM,How the U.S. elections could impact markets,1
444,dTYKKxrmtrw,https://www.youtube.com/watch?v=dTYKKxrmtrw,"COVID-19, PFIZER Vaccine And US Elections - HOPE OR HYPE?",1
445,fg-ZFAm_F0k,https://www.youtube.com/watch?v=fg-ZFAm_F0k,Chandrababu Comedy Satires on Tirupati YCP MLA and YCP by Election Candidate || AP CM YS Jagan ||ABN,0
446,FwbNSQ9JtSU,https://www.youtube.com/watch?v=FwbNSQ9JtSU,Official Result of U.S Elections | News Headlines | 12 PM | 15 Dec 2020 | Neo News,0
447,YfZgNKuLcXw,https://www.youtube.com/watch?v=YfZgNKuLcXw,"Michella Obama attacks Donald Trump on Covid, racism : US elections - TV9",1
448,rCAomfFXdrY,https://www.youtube.com/watch?v=rCAomfFXdrY,TDP Leaders LIVE || AP High Court Stay On AP Parishad Elections - TV9,0
449,LAH0poD_nt0,https://www.youtube.com/watch?v=LAH0poD_nt0,Chandrababu Naidu Says నా రికార్డు ఎవడు బద్దలు కొట్టలేడు || Tirupati By Election Campaign || ABN,0
450,UjU9M1k2xb0,https://www.youtube.com/watch?v=UjU9M1k2xb0,3 Nigerians who shone brightly at the US elections | Legit TV,1
451,PT9B9F_KVao,https://www.youtube.com/watch?v=PT9B9F_KVao,5 ways GERMAN ELECTIONS are DIFFERENT from US ELECTIONS | #thoseGermans,1
452,fFaIBoeVgZo,https://www.youtube.com/watch?v=fFaIBoeVgZo,Donald Trump Wants The US Elections To Be Postponed | ABP Asmita,1
453,5XG3D_QH6-c,https://www.youtube.com/watch?v=5XG3D_QH6-c,Who Will be Vice President Candidate from Democratic Party in US Elections?,1
454,NDqKvibsCd0,https://www.youtube.com/watch?v=NDqKvibsCd0,LIVE - Assembly Elections Update : West Bengal | Tamil Nadu | Puducherry | Kerala | Assam News,0
455,Zd_dyCf2OHc,https://www.youtube.com/watch?v=Zd_dyCf2OHc,Who Will be Democratic Party's Vice President Candidate for US Elections 2020,1
456,LyW8TxYECHQ,https://www.youtube.com/watch?v=LyW8TxYECHQ,Forex Webinar: Gaps Galore as All Eyes Fall on U.S. Elections,1
457,i-mlwaFRkXc,https://www.youtube.com/watch?v=i-mlwaFRkXc,Republicans vs Democrats: US elections and their impact on Ukraine,1
458,QuVnXunp9zo,https://www.youtube.com/watch?v=QuVnXunp9zo,AP High Court Shocking Comments On Parishad Elections 2021 l Ntv,0
459,4RxC2NnNwVI,https://www.youtube.com/watch?v=4RxC2NnNwVI,"Things to do in Maastricht, PAS Festival, Connect Festival, US Elections // S06E01",1
460,MVrjiNJ3gqk,https://www.youtube.com/watch?v=MVrjiNJ3gqk,ASTROLOGY से हुआ और आगे भी होगा BUMPER PROFIT | US ELECTIONS IMPACT | ASTRO NIFTY MAHAGURU |,0
461,T6xOSuSIxAs,https://www.youtube.com/watch?v=T6xOSuSIxAs,Presidential Election 2020 LIVE | Full Coverage,2
462,oY6AwzCvIoc,https://www.youtube.com/watch?v=oY6AwzCvIoc,How Politics Impacts the Stock Market | US Elections & More,1
463,hRQT_HSuFSA,https://www.youtube.com/watch?v=hRQT_HSuFSA,"US ELECTIONS with Kaia Parv, Senior Market Analyst at FXPRIMUS",1
464,Qu5I0Q8PQ7U,https://www.youtube.com/watch?v=Qu5I0Q8PQ7U,AP Parishad Elections 2021 : పరిషత్‌ పోలింగ్ లో హింసాత్మక ఘటనలు - TV9,0
465,KbQgTyvV1WM,https://www.youtube.com/watch?v=KbQgTyvV1WM,"US Elections 2016: Donald Trump wins key battlegrounds, inches closer to White House",1
466,SAgpOizY1BI,https://www.youtube.com/watch?v=SAgpOizY1BI,If Russians could vote in the US elections,1
467,7xpy1BN7imQ,https://www.youtube.com/watch?v=7xpy1BN7imQ,NEW US PRESIDENT | US ELECTIONS | JOE BIDEN | KNOW EVERYTHING | ENTRI APP BANKING,2
468,9KlhEd0xg44,https://www.youtube.com/watch?v=9KlhEd0xg44,If Donald Trump wins the US Elections ..,1
469,zO14950FzYU,https://www.youtube.com/watch?v=zO14950FzYU,US Elections: Trump leads 32-25 in New Hampshire after midnight vote,1
470,5Ke80jaYYF8,https://www.youtube.com/watch?v=5Ke80jaYYF8,Shamanic Community Split By US Elections In Peru,1
471,wtGDbCZ9jMk,https://www.youtube.com/watch?v=wtGDbCZ9jMk,Laxmi Manchu Most Funny Tweet on Trump Win | US Elections | NewsQube,0
472,EXminByXWq4,https://www.youtube.com/watch?v=EXminByXWq4,Senator Lankford Stands with Americans Right to Verify US Election Results,1
473,iill6uu5XLQ,https://www.youtube.com/watch?v=iill6uu5XLQ,Obama's and Romney's Facebook Strategy - Social Media and Politics Us Elections 2012,1
474,Ss-dRs6Xp1A,https://www.youtube.com/watch?v=Ss-dRs6Xp1A,"US Elections : Trump हार गए , अबकी बार Biden Harris सरकार",0
475,Jva1SiMnqUY,https://www.youtube.com/watch?v=Jva1SiMnqUY,Law and Order in US Elections | Toti Speaks,1
476,CWjmCV9B0oc,https://www.youtube.com/watch?v=CWjmCV9B0oc,Post US Elections market reactions and forecasts for major markets,1
477,zk1mJ-IvNVE,https://www.youtube.com/watch?v=zk1mJ-IvNVE,"US Elections में मिली हार से बौखला गए हैं TRUMP, अब ये बड़ा दावा कर बैठे हैं !",0
478,h3AC3YDkvEY,https://www.youtube.com/watch?v=h3AC3YDkvEY,U.S. Elections and International Election Consultants,1
479,XjftSXW4Vic,https://www.youtube.com/watch?v=XjftSXW4Vic,MPTC & ZPTC Elections | Voting Turnout 47.42% till 3 PM | Live Update,0
480,OLO7wmHZVYc,https://www.youtube.com/watch?v=OLO7wmHZVYc,US elections a ‘charade’ – Ron Paul to FishTank,1
481,xhj9A2JqGus,https://www.youtube.com/watch?v=xhj9A2JqGus,Banknifty live trade on US elections 2020/market profile/order flow analysis/,1
482,77n-YDYzU4U,https://www.youtube.com/watch?v=77n-YDYzU4U,Africa diaspora: First time voters in US elections,1
483,IolKpjqWj90,https://www.youtube.com/watch?v=IolKpjqWj90,AP Parishad Elections 2021 : పోలింగ్ పరేషాన్  - TV9,0
484,FtlSlGhYNG0,https://www.youtube.com/watch?v=FtlSlGhYNG0,Steinhoefel on the US-Elections,1
485,SzXj6jYjdJk,https://www.youtube.com/watch?v=SzXj6jYjdJk,S Veeraiah Analysis on Do Not Use EVMs In The US Elections T10,0
486,TeBUoK5_Kbc,https://www.youtube.com/watch?v=TeBUoK5_Kbc,Division Bench Green Signal to MPTC and ZPTC Elections,0
487,q4DcVOegVr8,https://www.youtube.com/watch?v=q4DcVOegVr8,"Voting for MPTC, ZPTC Elections Begins | at Guntur District",0
488,lpFSLfF___w,https://www.youtube.com/watch?v=lpFSLfF___w,"Trump trolls press, ‘orders’ Putin not to meddle in US elections",1
489,RPfsr_UMDvo,https://www.youtube.com/watch?v=RPfsr_UMDvo,How to fake US Elections,1
490,Q446rbGfH6c,https://www.youtube.com/watch?v=Q446rbGfH6c,వైస్సార్సీపీకి మరో క్లీన్ స్వీప్ | YSRCP Hawa In MPTC ZPTC Elections  Political Corridor | Sakshi TV,0
491,c3Y9dDukONs,https://www.youtube.com/watch?v=c3Y9dDukONs,Nomination of Kamala Harris for Democratic Vice President in US elections caused unease for BJP,0
492,4ZYtRD8EM2w,https://www.youtube.com/watch?v=4ZYtRD8EM2w,What if the US Elections Get Delayed?,2
493,Uhk7sFYsyIc,https://www.youtube.com/watch?v=Uhk7sFYsyIc,Rwandan Journalist- Claude KABENGERA's insight on US elections-Day 2- Donald Trump elected,1
494,w7AUri_K5AI,https://www.youtube.com/watch?v=w7AUri_K5AI,Keiser Report: US Elections Toxic Soap Opera (E966),1
495,2_yFQCpIfx4,https://www.youtube.com/watch?v=2_yFQCpIfx4,"US elections 2016: with fewer seats to defend, Democrats could regain Senate control - TomoNews",1
496,5PzIw5dpW34,https://www.youtube.com/watch?v=5PzIw5dpW34,US Elections se India ka economy kaise badega?,0
497,7GH9k9F7hWk,https://www.youtube.com/watch?v=7GH9k9F7hWk,High Court To Enquire On SEC Neelam Sahni Petition Over Parishat Elections | TV5 News,0
498,-UI3QBcvYik,https://www.youtube.com/watch?v=-UI3QBcvYik,"Assembly Election: In Tamil Nadu, EPS's Biggest Election Against DMK-Congress, Kamal Haasan",0
499,XlFgyosvXoo,https://www.youtube.com/watch?v=XlFgyosvXoo,US Elections & Pakistan! Good News For Pakistan!,0
500,9pqWLlgEtAQ,https://www.youtube.com/watch?v=9pqWLlgEtAQ,LIVE : పరిషత్ పోరు High Court on MPTC ZPTC Elections | TV5 News,0
501,vWkvTgWlZw0,https://www.youtube.com/watch?v=vWkvTgWlZw0,"TV5 Murthy Top Story Debate intro | AP MPTC, ZPTC Elections 2021 | TV5 News",0
502,VR-MSzcOLo0,https://www.youtube.com/watch?v=VR-MSzcOLo0,PM Modi LIVE West Bengal के Cooch Behar से | Bengal Election 2021 | Polls Update | Hindi News,0
503,0izRgIIa3xY,https://www.youtube.com/watch?v=0izRgIIa3xY,Чему американские выборы могут научить Украину? — ICTV,1
504,eNT3rFVGe6I,https://www.youtube.com/watch?v=eNT3rFVGe6I,LIVE : పరిషత్ పోరు | AP MPTC and ZPTC Elections Polling LIVE | hmtv,0
505,T4xyWEytXtY,https://www.youtube.com/watch?v=T4xyWEytXtY,3mj: US ELECTIONS RIGGED?,1
506,orEu9DlznFM,https://www.youtube.com/watch?v=orEu9DlznFM,2020 Presidential Map Based on Election Results So Far,2
507,PvpMx_X2MR4,https://www.youtube.com/watch?v=PvpMx_X2MR4,US Elections spotlight with BBC,1
508,ry3NHkINjTg,https://www.youtube.com/watch?v=ry3NHkINjTg,Ron Paul: US elections are a one-party monopoly,1
509,iwlGQmuxlkw,https://www.youtube.com/watch?v=iwlGQmuxlkw,LIVE: ఏపీలో పరిషత్ పోరు: MPTC & ZPTC Elections Polling LIVE || TV5 News,0
510,vk9Pe2-eqmY,https://www.youtube.com/watch?v=vk9Pe2-eqmY,US Elections 2020: Donald Trump ने India को कटघरे में क्यों किया खड़ा?,2
511,wlv4SB9Y3U8,https://www.youtube.com/watch?v=wlv4SB9Y3U8,25 Little Known Facts About US Elections That Will Probably Surprise You,1
512,k8BH6LND9og,https://www.youtube.com/watch?v=k8BH6LND9og,"US Elections - जीत के करीब बाइडेन, ट्रंप के लिये हो रहा जादूटोना, क्या भारत की बढ़ेगी टेंशन",0
513,E_W0xXOXUKM,https://www.youtube.com/watch?v=E_W0xXOXUKM,Netanyahu Inserts Himself in US Elections as Adelson Stands to Reap Millions if Romney Wins,1
514,qDztkepBrbQ,https://www.youtube.com/watch?v=qDztkepBrbQ,Congress Chinna Reddy Face To Face | Nagarjuna Sagar By Elections | Jana Reddy | YOYO TV Channel,0
515,yVZoWRYSchY,https://www.youtube.com/watch?v=yVZoWRYSchY,Anantapur MPTC ZPTC  Elections Polling Latest Update | #APZPTCMPTCElections | Sakshi TV,0
516,oQqOhoFlvsE,https://www.youtube.com/watch?v=oQqOhoFlvsE,suspicion about China’s potentially interfering in US’ elections  is totally unfounded,1
517,2JupFz0rNq4,https://www.youtube.com/watch?v=2JupFz0rNq4,"AP Parishad Election Polling: పరిషత్ పోలింగ్ లో గొడవలు, ఘర్షణలు - TV9",0
518,ad1pmQhSHkc,https://www.youtube.com/watch?v=ad1pmQhSHkc,"Amuriat pins police, parliament on violence during 2021 presidential elections",1
519,5qoqPfas0hI,https://www.youtube.com/watch?v=5qoqPfas0hI,"नेताओं के घर पर EVM के बाद नया कांड, Election Commission ने गलती मान क्या बताया? |TamilNaduElection",0
520,maErCNeMVUw,https://www.youtube.com/watch?v=maErCNeMVUw,Interview with Advocate Sravan Kumar | Parishad Elections,0
521,j1d6K2dXmD8,https://www.youtube.com/watch?v=j1d6K2dXmD8,Nellore District:  MPTC ZPTC Elections Polling Ended Peacefully In Dakkili | #APZPTCMPTCElections​,0
522,sOdoqRP_vHU,https://www.youtube.com/watch?v=sOdoqRP_vHU,TRS MLA Candidate Nomula Bhagath Face To Face | Nagarjuna Sagar By Elections | CM KCR | YOYO TV,0
523,OLWJTKc1AFk,https://www.youtube.com/watch?v=OLWJTKc1AFk,"Israel's Election Results, US-Iran Nuclear Talks, and Vaccine Passports | World In :60 | GZERO Media",1
524,hDXsuO_Vphc,https://www.youtube.com/watch?v=hDXsuO_Vphc,Kurnool ZPTC MPTC Elections Polling Latest Update | #APZPTCMPTCElections | Sakshi TV,0
525,1k4wOv989MU,https://www.youtube.com/watch?v=1k4wOv989MU,US 2020 Election. Crucial and Disputed?,2
526,TFBmbLpm6yI,https://www.youtube.com/watch?v=TFBmbLpm6yI,India Will Engage With Pakistan and China After US Elections - Bipin Rawat Claims | haqeeqat tv 786,0
527,kFX9qNJSyGM,https://www.youtube.com/watch?v=kFX9qNJSyGM,Anantapur ZPTC MPTC Elections Polling Latest Update | #APZPTCMPTCElections | Sakshi TV,0
528,Skq3AUYiTUA,https://www.youtube.com/watch?v=Skq3AUYiTUA,Thala Ajith Angry On his fans At TN Elections 2021 Voting | Trending Video | TFPC,0
529,ISzp1T3bolg,https://www.youtube.com/watch?v=ISzp1T3bolg,"Ground reality of election rallies in Bengal | Chunav Dhamaka, April 8 2021",0
530,4e382lV_JSo,https://www.youtube.com/watch?v=4e382lV_JSo,Breaking News: AP High Court Postpones Judgement | Stay On ZPTC MPTC Elections In AP | Sakshi TV,0
531,nrZO7UwHFrI,https://www.youtube.com/watch?v=nrZO7UwHFrI,Vizianagaram District ZPTC MPTC Elections Polling Latest Update | #APZPTCMPTCElections | Sakshi TV,0
532,FxUS7pE1q88,https://www.youtube.com/watch?v=FxUS7pE1q88,ரசிகர்களை கண்டித்த நடிகர் அஜித் | Ajith | TN Elections 2021 | Ajith fans,0
533,NJ0A5bJVewI,https://www.youtube.com/watch?v=NJ0A5bJVewI,**Who Is Likely To (Win The US Elections) Who Will Be The Next President** || Details By Waqar Malik,0
534,5CSSaLjKty4,https://www.youtube.com/watch?v=5CSSaLjKty4,The U.S Elections 2020 Summarised,2
535,peAK1Q2BnXg,https://www.youtube.com/watch?v=peAK1Q2BnXg,Visakhapatnam District ZPTC MPTC Elections Polling Latest Update | #APZPTCMPTCElections | Sakshi TV,0
536,dph5s7VskGs,https://www.youtube.com/watch?v=dph5s7VskGs,Analyst says al-Bashir is prepared for presidential election,1
537,xKagkbVwdHc,https://www.youtube.com/watch?v=xKagkbVwdHc,"Wait, Could Trump Still Win? | US Election Voter Fraud Update",2
538,XWq5kBlakcQ,https://www.youtube.com/watch?v=XWq5kBlakcQ,"[CNA 24/7 LIVE] Breaking news, top stories and documentaries",1
539,TBTEZX0Xolo,https://www.youtube.com/watch?v=TBTEZX0Xolo,Presidential elections under way in Argentina,1
540,panz5NHsqhM,https://www.youtube.com/watch?v=panz5NHsqhM,LIVE: ఈ పరిషత్‌కు ఏమైంది.. ? HC Stay On AP Parishad Elections | 10TV News,0
541,bzcxui0ePYQ,https://www.youtube.com/watch?v=bzcxui0ePYQ,Tom Cotton Asks if Hillary Clinton is Undermining Integrity of U.S. Elections,1
542,sUkAqZ_SCGI,https://www.youtube.com/watch?v=sUkAqZ_SCGI,Anantapur MPTC ZPTC  Elections Polling Latest Update | #APZPTCMPTCElections | Sakshi TV,0
543,j2FmDnLgMg8,https://www.youtube.com/watch?v=j2FmDnLgMg8,"సంచలన తీర్పు.. | AP High Court on ZPTC, MPTC Elections | Prime News",0
544,ipj49BfID_8,https://www.youtube.com/watch?v=ipj49BfID_8,Bengal Elections 2021: Who Will Win in West Bengal Assembly Elections | Magazine Story | Sakshi TV,0
545,I9M7dIgEpuc,https://www.youtube.com/watch?v=I9M7dIgEpuc,Krishna District: MPTC ZPTC Elections Polling Ended Peacefully in Avanigadda | #APZPTCMPTCElections​,0
546,1E_vX00Ui-8,https://www.youtube.com/watch?v=1E_vX00Ui-8,"Bengal Election 2021: Singur में Shah ने भरी हुंकार, Mamata ने भी किया पलटवार I BJP Vs TMC",0
547,ipFrAJT0UOY,https://www.youtube.com/watch?v=ipFrAJT0UOY,Krishna District - ZPTC MPTC Elections Polling Latest Update From Vuyyuru | Sakshi TV,0
548,VS40ox_2dqc,https://www.youtube.com/watch?v=VS40ox_2dqc,Will the US Elections be Rigged? #IfTheMediaRiggedTheElection,1
549,xYxKrjKOGKk,https://www.youtube.com/watch?v=xYxKrjKOGKk,ZPTC MPTC Elections Polling Latest Update In Alamuru | Anantapuram | Sakshi TV,0
550,tTwuFJ4ZG18,https://www.youtube.com/watch?v=tTwuFJ4ZG18,AP ZPTC MPTC ELECTIONS POLLING LATEST UPDATE | #Venkatagiri | Sakshi TV,0
551,hdKT_ouu5d0,https://www.youtube.com/watch?v=hdKT_ouu5d0,Kurnool District MPTC ZPTC  Elections Polling Latest Update | #APZPTCMPTCElections | Sakshi TV,0
552,HqJbt3eFMVM,https://www.youtube.com/watch?v=HqJbt3eFMVM,Sakshi Special Focus On Singur Assembly Elections | West Bengal Elections 2021 | Sakshi TV,0
553,qoVtGX2oyr8,https://www.youtube.com/watch?v=qoVtGX2oyr8,நடிகர் அஜித்தை கோபப்படுத்திய ரசிகர்கள் | Ajith | Thala Ajith | TN Elections 2021,0
554,CbBeTdDgEAQ,https://www.youtube.com/watch?v=CbBeTdDgEAQ,शंखनाद : Mamata Banerjee को आखिर किस बात पर  Election Commission ने भेजा नोटिस,0
555,cd-daXCTexw,https://www.youtube.com/watch?v=cd-daXCTexw,Mike Pence Is Preparing for a 2024 Presidential Bid,2
556,MCXtdGNl7D4,https://www.youtube.com/watch?v=MCXtdGNl7D4,AP High Court Division Bench Green Signal To ZPTC MPTC Elections | Sakshi TV,0
557,xYgzlPXJ984,https://www.youtube.com/watch?v=xYgzlPXJ984,Bengal Election : Mithun Chakraborty की रैली को Mamata Banerjee ने नहीं दी Permission ! | TMC Vs BJP,0
558,E_XiXbMf6SU,https://www.youtube.com/watch?v=E_XiXbMf6SU,US Elections To Watch In 2021,1
559,2rhkjio-6K4,https://www.youtube.com/watch?v=2rhkjio-6K4,Romney supporters boo as US TV predicts defeat. US Elections 2012.,1
560,cgxNOiFlbyU,https://www.youtube.com/watch?v=cgxNOiFlbyU,Guntur District MPTC ZPTC Elections Latest Update | #APZPTCMPTCElections | Sakshi TV,0
561,g8iOBN-7Ei8,https://www.youtube.com/watch?v=g8iOBN-7Ei8,US ELECTIONS: When Mansoor Ali Khan attended Obama's Victory Speech,0
562,W92vWzqMZuY,https://www.youtube.com/watch?v=W92vWzqMZuY,Putin opened the #secret of US elections,1
563,fFY5ITO-B50,https://www.youtube.com/watch?v=fFY5ITO-B50,ZeeBusiness LIVE: Coronavirus Lockdown | Corona Vaccine | Bengal Election 2021 | Business News,0
564,xFRJxA8kkhQ,https://www.youtube.com/watch?v=xFRJxA8kkhQ,Reality of US Elections,2
565,ePJmrf6xR3k,https://www.youtube.com/watch?v=ePJmrf6xR3k,West Bengal Elections 2021: Mood of Bengal Is Clear That People Want Change | Capital TV,0
566,7hzZ8zHuYKs,https://www.youtube.com/watch?v=7hzZ8zHuYKs,Corona और Mask पर election states में नेताओं का दोहरा मापदंड क्यों? The Lallantop show,0
567,rNb-7AkpY-0,https://www.youtube.com/watch?v=rNb-7AkpY-0,PART 2 | My Open Vision About Donald Trump & the US Elections,1
568,x0u19QL3RoI,https://www.youtube.com/watch?v=x0u19QL3RoI,BJP winning Election Rahul Exposing Congress ! Rahul Gandhi inviting the USA to intervene in India,0
569,A-3aMRhXiEA,https://www.youtube.com/watch?v=A-3aMRhXiEA,ZEE Hindustan LIVE TV | Latest News | Breaking News | West Bengal Elections | Updates,0
570,1GbDk6b6tqQ,https://www.youtube.com/watch?v=1GbDk6b6tqQ,West Bengal Election LIVE Updates | ভোটের খবর LIVE | News18 Bangla LIVE TV | বাংলার ভোটযুদ্ধ,0
571,_tTotgt89oI,https://www.youtube.com/watch?v=_tTotgt89oI,West Bengal Elections 2021: People of Bengal Tell Capital TV That Mamata is Loosing | Capital TV,0
572,zmZKwD_fKXY,https://www.youtube.com/watch?v=zmZKwD_fKXY,Conspiracy dude: THE U.S. ELECTIONS ARE RIGGED,1
573,h0j0XNEVnlA,https://www.youtube.com/watch?v=h0j0XNEVnlA,DO YOU KNOW RAILAS SECRET CARD FOR 2022 ELECTIONS?,1
574,u_cJZWHSBhY,https://www.youtube.com/watch?v=u_cJZWHSBhY,"Bengal Election 2021 | আক্রান্ত Dilip Ghosh, ঘটনার নিন্দা করলেন Sujon, Adhir | TV9 Bangla",0
575,909GqplUhNY,https://www.youtube.com/watch?v=909GqplUhNY,Mortgage Note Buyers - We Buy Mortgage Notes - After the US Elections,1
576,Sgdi3eWJhv4,https://www.youtube.com/watch?v=Sgdi3eWJhv4,வாக்குப்பதிவு சதவீதம் யார் வெற்றியை தீர்மானிக்கும் ? | Arasiyal Arattai | TN Election 2021,0
577,vf6dClyIPfo,https://www.youtube.com/watch?v=vf6dClyIPfo,Eeyi! NPP Kicks Against Alan Kyeremateng From 2024 Presidential Election,1
